;country_name;suc_seq;byear;duration;init_polyarchy;v2mecenefi_ord_0;v2mecenefi_ord_1;v2mecenefi_ord_2;v2mecenefi_ord_3;v2meharjrn_ord_0;v2meharjrn_ord_1;v2meharjrn_ord_2;v2meharjrn_ord_3;v2meharjrn_ord_4;v2meslfcen_ord_0;v2meslfcen_ord_1;v2meslfcen_ord_2;v2meslfcen_ord_3;v2mebias_ord_0;v2mebias_ord_1;v2mebias_ord_2;v2mebias_ord_3;v2mebias_ord_4;v2mecrit_ord_0;v2mecrit_ord_1;v2mecrit_ord_2;v2mecrit_ord_3;v2merange_ord_0;v2merange_ord_1;v2merange_ord_2;v2merange_ord_3;v2cldiscm_ord_0;v2cldiscm_ord_1;v2cldiscm_ord_2;v2cldiscm_ord_3;v2cldiscm_ord_4;v2cldiscw_ord_0;v2cldiscw_ord_1;v2cldiscw_ord_2;v2cldiscw_ord_3;v2cldiscw_ord_4;v2clacfree_ord_0;v2clacfree_ord_1;v2clacfree_ord_2;v2clacfree_ord_3;v2clacfree_ord_4;v2psparban_ord_0;v2psparban_ord_1;v2psparban_ord_2;v2psparban_ord_3;v2psparban_ord_4;v2psbars_ord_0;v2psbars_ord_1;v2psbars_ord_2;v2psbars_ord_3;v2psbars_ord_4;v2psoppaut_ord_0;v2psoppaut_ord_1;v2psoppaut_ord_2;v2psoppaut_ord_3;v2psoppaut_ord_4;v2elmulpar_ord_0;v2elmulpar_ord_1;v2elmulpar_ord_2;v2elmulpar_ord_3;v2elmulpar_ord_4;v2cseeorgs_ord_0;v2cseeorgs_ord_1;v2cseeorgs_ord_2;v2cseeorgs_ord_3;v2cseeorgs_ord_4;v2csreprss_ord_0;v2csreprss_ord_1;v2csreprss_ord_2;v2csreprss_ord_3;v2csreprss_ord_4;e_v2x_suffr_5C_0;e_v2x_suffr_5C_1;e_v2x_suffr_5C_2;e_v2x_suffr_5C_3;e_v2x_suffr_5C_4;v2elembaut_ord_0;v2elembaut_ord_1;v2elembaut_ord_2;v2elembaut_ord_3;v2elembaut_ord_4;v2elembcap_ord_0;v2elembcap_ord_1;v2elembcap_ord_2;v2elembcap_ord_3;v2elembcap_ord_4;v2elrgstry_ord_1;v2elrgstry_ord_2;v2elrgstry_ord_3;v2elrgstry_ord_4;v2elvotbuy_ord_0;v2elvotbuy_ord_1;v2elvotbuy_ord_2;v2elvotbuy_ord_3;v2elvotbuy_ord_4;v2elirreg_ord_0;v2elirreg_ord_1;v2elirreg_ord_2;v2elirreg_ord_3;v2elirreg_ord_4;v2elintim_ord_0;v2elintim_ord_1;v2elintim_ord_2;v2elintim_ord_3;v2elintim_ord_4;v2elpeace_ord_0;v2elpeace_ord_1;v2elpeace_ord_2;v2elpeace_ord_3;v2elpeace_ord_4;v2elfrfair_ord_0;v2elfrfair_ord_1;v2elfrfair_ord_2;v2elfrfair_ord_3;v2elfrfair_ord_4
40;Ghana;1;1989;7;0;NA;NA;NA;4;NA;0;4;NA;NA;NA;NA;0;7;NA;0;NA;4;NA;NA;0;4;5;NA;0;4;NA;NA;0;1;4;7;NA;0;1;4;NA;NA;0;1;4;6;NA;0;NA;NA;3;0;NA;NA;NA;3;0;NA;NA;3;NA;NA;NA;NA;NA;3;NA;0;3;4;NA;NA;NA;0;NA;4;NA;NA;NA;NA;0;NA;NA;0;1;NA;NA;NA;NA;0;NA;NA;NA;3;NA;NA;NA;7;3;NA;3;7;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;3;7;NA
41;Greece;1;1970;5;0;NA;NA;NA;NA;0;4;NA;5;NA;0;4;NA;5;0;NA;5;NA;NA;0;NA;5;NA;0;4;5;NA;NA;0;NA;NA;5;NA;NA;0;NA;5;0;NA;5;NA;NA;NA;NA;0;4;5;0;4;NA;NA;5;0;NA;NA;NA;4;NA;NA;NA;NA;4;0;NA;5;NA;NA;0;4;NA;5;NA;NA;NA;NA;NA;0;NA;NA;0;4;NA;NA;NA;NA;0;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;4
42;Guatemala;1;1981;34;0;NA;NA;NA;12;0;4;5;NA;NA;0;4;5;NA;0;3;4;15;NA;NA;0;4;13;NA;0;4;15;0;6;NA;19;NA;0;5;19;NA;NA;0;5;16;19;NA;NA;NA;0;3;14;NA;NA;0;5;14;NA;NA;NA;0;5;NA;1;3;4;14;NA;0;4;5;16;0;3;4;13;16;NA;NA;NA;NA;0;0;3;NA;4;NA;0;3;NA;4;NA;1;3;4;34;NA;1;9;NA;NA;1;3;4;34;NA;1;NA;3;4;26;1;3;18;22;NA;1;NA;3;9;34
43;Guyana;1;1988;13;1;NA;NA;5;8;NA;5;0;NA;NA;NA;0;10;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;4;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;4;NA;NA;NA;NA;NA;0;NA;NA;NA;0;2;NA;NA;NA;NA;0;NA;NA;NA;NA;4;NA;NA;0;2;5;NA;NA;NA;0;NA;NA;NA;NA;NA;0;0;NA;4;5;NA;0;4;5;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;4;NA;9;NA;NA;NA;4;13;NA;NA;NA;4;NA
44;Guyana;2;2009;4;2;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;4;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;2;NA;NA;NA;NA;0;NA;NA;NA;0;4;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;4;NA;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;2;NA;NA;NA;2;NA
45;Honduras;1;1976;26;0;NA;NA;NA;17;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;4;14;NA;NA;NA;0;NA;NA;NA;0;NA;1;0;4;19;NA;NA;0;6;15;NA;NA;NA;0;19;NA;NA;NA;0;1;18;NA;NA;NA;0;5;NA;0;1;NA;5;NA;NA;9;4;NA;3;0;NA;14;NA;2;0;7;19;NA;NA;NA;NA;NA;0;0;NA;4;9;NA;NA;0;NA;4;NA;NA;NA;4;13;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;5;13;4;NA;NA;NA;4;5
46;Honduras;2;2005;2;2;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;1;NA;NA;0;1;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;2;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA
47;Hungary;1;1985;5;0;NA;NA;NA;NA;NA;NA;0;NA;5;0;1;4;5;0;3;4;NA;5;0;1;4;5;0;3;4;5;NA;NA;0;4;5;NA;NA;0;4;5;NA;0;4;NA;5;NA;0;NA;4;5;0;2;NA;4;5;0;NA;3;4;5;NA;0;NA;NA;5;0;NA;4;5;NA;NA;0;4;NA;5;NA;NA;NA;NA;0;0;NA;NA;NA;5;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;5;0;NA;NA;NA;0;5;NA;0;NA;NA;5;NA;NA;NA;NA;0;0;NA;NA;NA;5
48;Iceland;1;1901;14;1;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;1;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;3;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;1;7;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1
49;India;1;1947;5;0;NA;NA;NA;NA;NA;NA;0;1;NA;NA;NA;0;NA;NA;NA;0;1;NA;NA;NA;NA;0;NA;NA;0;3;NA;NA;0;NA;1;NA;0;NA;1;NA;NA;0;NA;1;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;4;NA;NA;NA;0;2;NA;NA;0;NA;1;NA;0;NA;NA;NA;3;NA;0;NA;1;NA;NA;NA;0;1;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;4
50;India;2;1975;3;2;NA;NA;NA;NA;NA;1;0;NA;NA;NA;0;2;NA;NA;NA;0;2;3;NA;NA;0;3;NA;NA;0;2;NA;NA;NA;0;3;NA;NA;NA;0;NA;NA;0;NA;2;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;3;NA;NA;NA;NA;2;NA;1;0;3;NA;NA;NA;0;2;3;NA;NA;NA;NA;0;NA;NA;NA;0;3;NA;NA;NA;0;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;2;NA
51;Indonesia;1;1951;5;0;NA;NA;NA;NA;NA;NA;4;0;NA;NA;NA;0;NA;NA;NA;0;4;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;4;NA;NA;NA;NA;0;NA;NA;NA;NA;0;0;NA;NA;NA;5;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4
52;Indonesia;2;1993;6;0;NA;0;NA;6;NA;0;5;6;NA;0;5;6;NA;NA;0;NA;NA;6;NA;0;NA;5;NA;0;5;NA;NA;0;5;6;NA;0;5;NA;6;NA;NA;0;5;6;NA;NA;0;5;6;NA;NA;0;4;5;6;0;NA;5;6;NA;NA;NA;4;NA;6;NA;0;5;6;NA;NA;NA;0;5;6;NA;NA;NA;NA;0;0;5;NA;6;NA;NA;NA;NA;0;5;NA;4;6;NA;NA;4;NA;NA;NA;NA;4;6;NA;NA;NA;4;NA;NA;6;NA;NA;6;4;NA;NA;4;NA;NA;6
53;Ireland;1;1922;38;1;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;0;2;NA;NA;NA;NA;0;2;NA;NA;0;1;NA;NA;0;2;NA;NA;NA;0;2;NA;NA;NA;0;2;NA;NA;0;23;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;2;NA;NA;NA;0;1;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;1;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;10;NA;NA;NA;0;21;NA;NA;NA;NA;0
54;Italy;1;1942;38;0;NA;NA;NA;NA;0;2;4;28;NA;0;NA;4;NA;0;NA;NA;4;34;0;2;4;33;0;NA;4;NA;0;NA;NA;2;4;NA;0;NA;2;34;0;NA;NA;2;14;0;NA;2;NA;4;NA;0;1;NA;2;NA;0;NA;NA;2;NA;NA;NA;NA;4;0;4;5;6;38;0;2;NA;4;6;NA;NA;0;NA;4;0;NA;NA;2;NA;NA;NA;NA;0;2;NA;NA;4;6;NA;NA;4;30;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;4
55;Jamaica;1;1950;56;1;NA;NA;NA;44;NA;NA;13;0;NA;NA;0;12;56;NA;NA;NA;0;12;NA;NA;0;40;NA;NA;0;12;NA;NA;NA;0;12;NA;NA;NA;0;10;NA;NA;NA;0;31;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;33;5;NA;NA;NA;17;0;NA;NA;NA;0;12;NA;NA;NA;NA;0;NA;0;29;30;56;NA;NA;28;0;48;NA;30;5;12;NA;5;43;NA;NA;30;26;5;52;NA;NA;NA;NA;9;5;30;26;17;5;NA;NA;NA;5;26;52
56;Japan;1;1942;13;0;NA;NA;NA;NA;0;NA;4;5;NA;0;NA;4;NA;0;NA;NA;4;5;NA;0;4;NA;0;NA;4;5;NA;0;3;4;11;NA;NA;0;4;11;NA;0;NA;4;11;NA;NA;0;3;4;NA;NA;NA;0;4;NA;NA;0;3;4;NA;0;NA;NA;4;NA;0;4;5;NA;NA;0;4;8;13;NA;NA;0;NA;5;NA;NA;0;4;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;0;7;NA;NA;NA;NA;0;NA;NA;NA;NA;0;4;NA;NA;NA;0;4;NA;NA;0;NA;4
57;Latvia;1;1921;1;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;1;NA;NA;NA;0;NA;NA;NA;NA;0;1;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1
58;Latvia;2;1936;56;0;NA;NA;NA;NA;NA;NA;0;54;NA;NA;0;NA;54;NA;0;NA;NA;54;NA;0;NA;54;NA;0;NA;54;NA;NA;0;NA;54;NA;NA;0;54;55;NA;NA;0;54;55;0;NA;NA;54;56;NA;0;NA;NA;54;NA;NA;NA;0;54;NA;NA;NA;54;NA;NA;0;54;55;NA;NA;NA;0;54;56;NA;NA;NA;NA;0;NA;0;54;NA;55;NA;NA;0;55;54;NA;54;NA;NA;NA;NA;NA;54;NA;NA;NA;NA;54;NA;NA;NA;NA;54;NA;NA;NA;NA;NA;54;NA;NA;NA;NA;54
59;Lesotho;1;1989;5;0;NA;NA;NA;5;NA;0;4;NA;NA;NA;NA;0;NA;NA;0;4;NA;NA;NA;0;4;NA;NA;0;NA;4;NA;NA;0;NA;4;NA;NA;0;4;NA;NA;NA;0;4;NA;NA;NA;0;1;4;NA;0;1;NA;4;NA;NA;NA;NA;0;NA;NA;NA;NA;4;NA;NA;0;4;NA;NA;NA;NA;0;4;NA;NA;NA;NA;0;NA;0;NA;3;NA;NA;0;4;NA;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA;NA;NA;4;NA
60;Lesotho;2;1999;3;1;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;3;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA;NA;3
61;Liberia;1;1993;13;0;NA;NA;NA;7;NA;0;4;11;NA;NA;0;NA;11;NA;NA;0;4;13;NA;0;4;13;NA;NA;0;11;NA;4;0;12;13;NA;3;NA;0;11;NA;3;10;0;12;NA;NA;NA;NA;0;NA;NA;NA;0;11;NA;NA;0;11;NA;NA;NA;NA;NA;4;NA;NA;0;4;12;NA;NA;0;11;12;NA;NA;NA;NA;0;NA;3;0;12;NA;NA;NA;0;5;NA;NA;NA;4;12;NA;NA;4;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;4;12;NA;NA;12;4;NA;NA;NA;NA;4;NA
62;Lithuania;1;1919;2;0;NA;NA;NA;NA;NA;NA;2;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;1;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;1;NA;NA;0;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;1;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1
63;Lithuania;2;1936;55;0;NA;NA;NA;NA;NA;NA;0;54;NA;NA;0;54;NA;NA;0;NA;54;NA;NA;NA;0;54;0;NA;NA;54;NA;NA;0;NA;54;NA;NA;0;NA;54;NA;NA;0;54;NA;0;NA;NA;55;54;NA;0;NA;NA;54;0;3;NA;NA;54;NA;NA;0;NA;54;0;NA;NA;NA;54;NA;NA;0;NA;54;NA;NA;NA;NA;0;NA;NA;0;54;55;NA;NA;NA;0;54;NA;0;NA;54;NA;NA;NA;NA;0;NA;0;NA;NA;54;NA;NA;0;NA;54;NA;NA;NA;NA;0;NA;NA;0;NA;54
64;Macedonia;1;1992;6;1;NA;NA;NA;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;0;3;NA;0;4;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;NA;NA;2;0;NA;NA;NA;NA;2;NA;NA;0;6;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;0;NA;NA;0;6;NA;NA;NA;NA;0;NA;NA;NA;2;NA;NA;2;6;NA;NA;NA;2;NA;6;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;2;NA;NA;2;NA;6
